1505	999	292
15	616	346
386	163	347
1443	1244	35
637	3470	33
7	294	3251
1339	2608	1975
1349	14051	38
502	1934	564
242	4699	92
438	3551	15
20	770	116
1424	604	1284
51	1527	293
550	7924	162
975	9183	1053
1330	5119	627
541	2898	2922
1486	329	21
767	9891	143
1559	227	2720
51	1532	179
1020	378	711
1304	7340	77
1158	8462	191
891	707	162
311	5555	208
129	325	195
228	4541	8
1461	288	40
121	327	84
539	295	43
1993	12548	24
1987	3462	277
430	999	190
26	960	115
946	816	1020
1027	601	468
1977	621	435
154	811	17
1719	9585	444
598	333	519
367	3373	251
1353	1195	546
1818	1696	1
1595	868	3411
746	1180	202
1289	621	727
158	71	615
283	5176	224
1641	627	299
1108	1135	56
929	198	192
2007	9128	2640
1808	289	2292
443	227	970
1302	3488	252
1012	913	54
1816	1394	162
1555	4488	263
1200	220	429
1189	1451	114
769	172	181
890	724	70
332	3763	217
451	1449	403
785	9700	88
155	3430	4062
888	1470	285
921	428	609
512	7640	421
568	8153	131
2034	441	230
566	32	207
174	220	234
972	1790	203
457	918	86
1176	503	2166
122	1130	16
683	7347	499
406	163	764
1293	930	64
1165	220	329
1858	2341	175
497	2083	33
1528	327	87
840	1778	2430
1022	6291	478
227	544	93
1055	12033	56
861	903	397
1983	328	63
586	8324	286
955	11339	566
372	3563	1040
1579	5515	303
1969	6887	431
615	8597	7
559	599	5385
1213	13202	25
485	1418	190
1123	12486	367
1784	687	447
1153	4079	740
355	228	294
17	548	1446
560	2531	123
1431	71	1069
144	458	45
605	3253	2103
793	306	1136
795	4688	2051
240	726	77
403	2094	369
718	56	159
148	1409	282
601	8436	717
1082	217	219
31	1061	876
989	1424	260
320	986	269
103	377	18
1150	3609	802
1982	65	200
301	3741	140
807	10237	122
1905	4199	220
616	2595	178
1362	234	121
20	743	483
650	330	167
1055	12031	65
1938	615	3994
1089	1886	283
229	306	2
279	4821	4183
1574	5845	286
692	3313	579
1676	8068	181
843	3032	210
1238	197	463
2066	18527	104
2087	180	176
781	7340	80
1809	6006	257
2078	1681	1201
882	1932	363
267	291	265
396	2039	1134
156	190	31
78	1156	143
104	1515	1835
577	238	158
481	889	145
1816	166	275
539	1713	438
1363	936	524
1198	689	187
659	1988	2030
958	10613	64
1171	12561	124
1520	1400	187
1315	13822	1
756	3475	28
284	5210	7
696	868	145
1189	1452	86
1626	4037	112
154	3427	18
1025	234	84
1538	65	38
1593	1537	488
332	307	109
963	8067	24
518	7702	78
1793	475	455
2071	3498	99
965	465	145
1335	603	916
1114	534	205
1788	461	1617
807	10235	133
420	340	443
1936	15260	329
1187	3469	188
494	534	387
1982	842	322
1177	12947	478
544	7071	271
1305	306	286
1782	1339	39
241	439	1590
133	157	317
702	289	1137
911	459	151
1109	790	588
1057	362	98
453	7077	109
876	10746	171
1182	12026	950
720	1134	41
1794	9936	1607
693	3884	156
663	2014	242
662	3255	549
1961	352	1712
846	2637	661
2000	288	24774
1369	1453	306
1446	907	171
763	488	654
262	4964	154
1433	14527	705
1772	16587	824
87	525	81
1879	1412	412
1666	257	1811
136	891	151
128	3121	356
570	8165	138
963	725	31
1137	5249	88
1135	67	1041
1823	1045	179
198	2829	464
1172	4679	134
1153	630	1610
933	1545	308
430	4704	210
468	7247	528
444	6988	59
2032	440	1720
1086	12211	1281
475	1376	241
469	5437	285
297	231	419
683	995	495
1664	2661	362
1458	378	25
1144	12642	90
1296	855	102
1826	72	397
1024	4502	857
46	328	394
489	226	840
444	6990	50
232	349	341
1872	5749	439
463	1800	11
1073	12126	251
569	292	259
1179	461	139
1805	903	278
271	314	829
391	6445	243
1114	344	252
2057	18458	215
870	220	141
1009	412	25
818	614	916
1389	13668	125
1429	2094	455
372	175	143
1360	5437	137
118	811	340
828	3476	79
1974	1349	352
1088	412	1254
1533	88	1025
733	1189	100
1376	234	39
380	332	493
960	2923	186
209	294	26
1705	420	811
1150	3593	726
1248	12406	67
1867	17247	9
987	300	519
1275	1098	556
2045	4901	89
97	2576	1583
412	1761	23
1028	8292	175
1434	12959	674
1455	330	735
1405	4118	638
1606	190	418
738	7922	275
481	289	138
1780	295	1583
1873	67	712
124	954	109
752	9806	236
46	292	1052
80	2192	113
171	2125	92
1639	71	391
1664	1180	703
382	6052	1156
341	5883	68
1430	3749	197
987	97	646
1694	16085	436
663	396	321
738	607	214
703	300	1091
1521	1673	540
1333	13516	569
475	182	177
1114	418	245
1961	7340	1951
1264	3071	69
1226	3503	1527
817	2607	457
2035	10113	117
2025	707	2110
1373	3124	431
2033	302	180
560	429	127
515	7665	177
1018	841	356
431	298	1195
1826	425	252
770	308	314
1580	1459	305
1173	154	523
517	1424	139
1476	327	540
180	2654	41
1015	2277	155
1172	12929	267
201	4151	68
1846	3712	447
1907	95	196
1908	798	243
1102	886	305
1239	2797	161
683	997	1481
715	1372	323
1465	6865	628
820	10336	22
559	1416	40
419	644	70
198	813	1033
196	436	711
581	294	4731
151	3205	123
95	542	47
280	2083	574
1347	7056	11
118	2958	229
1265	203	703
1180	12968	86
845	841	1
962	227	257
2084	18613	266
1292	5036	7
407	84	25
511	709	72
1694	271	464
953	1155	124
84	2347	215
460	7121	379
1293	403	118
275	4130	22
44	418	628
1403	3749	339
543	1246	542
1245	481	820
228	4522	17
1350	1358	531
1894	527	433
161	815	2196
1720	72	1035
1790	266	258
1819	157	66
57	1678	155
1695	227	318
637	2347	47
1138	3417	1337
2030	2298	219
1671	3011	2032
237	599	121
1484	2352	229
746	1044	265
562	8107	196
1748	917	139
984	502	835
97	2584	453
296	5401	3
285	5227	45
765	703	280
670	546	783
1621	15631	43
637	715	36
1210	172	2210
741	706	687
1833	320	105
229	1641	2
2032	424	628
2025	1001	2249
1740	603	964
1364	3019	88
975	1378	979
1273	1710	338
1481	2524	13459
1462	539	499
1282	107	260
452	959	121
1425	9307	1296
1422	1116	148
620	8648	343
1135	544	2004
2034	1243	283
978	9715	367
1964	1097	715
1058	669	167
151	2080	148
552	5999	3
401	1681	77
693	222	347
934	206	489
1667	15950	17
1088	6536	1384
1817	151	1836
1877	903	61
1520	3456	239
1464	1706	733
305	802	434
299	298	453
1502	238	73
97	845	256
1332	466	4164
1198	686	229
1449	211	94
1629	190	262
523	7747	2
713	1580	141
981	11547	230
180	755	20
1583	154	1013
628	1061	190
1912	17553	64
1080	543	63
2081	4064	258
1457	230	1348
1330	13815	603
1180	484	42
220	424	57
62	189	145
1356	7391	136
934	234	95
1933	17699	129
2045	1796	153
205	500	647
1909	2523	605
731	1778	40
874	4044	531
418	6686	260
185	3922	25
584	1459	9800
2052	18436	1735
756	3279	18
380	349	1755
852	906	3915
220	1116	437
164	1875	8850
1122	528	35
763	489	449
932	479	1161
675	288	1041
708	9444	3
252	461	2449
105	772	171
1861	3809	244
1335	2672	236
1490	1347	1544
1238	8824	163
351	4491	94
133	544	135
225	2028	695
1039	6633	50
453	450	246
1845	10820	146
1607	1045	64
660	877	83
1522	56	51
763	181	235
791	229	76
839	1179	553
782	603	1456
55	1619	533
496	2055	415
65	1860	201
1858	3445	166
454	3289	1030
29	472	63
579	8255	114
2008	1369	274
187	601	192
1428	2664	287
269	70	539
966	526	349
625	416	183
1751	6048	37
934	917	91
1727	716	602
302	1034	1909
1865	1099	1087
70	1975	1202
1863	543	96
633	8725	204
1378	212	176
1824	2463	88
2090	18444	637
840	10536	1625
671	486	360
1375	1858	492
1933	17702	90
362	412	422
27	981	67
1438	1109	2873
1085	6906	3456
1224	12057	60
1537	3475	37
1674	324	246
461	7142	20
1802	2639	563
1922	222	75
2005	18165	741
573	903	72
789	5488	502
30	1053	136
566	1336	64
560	7	213
9	383	521
669	3080	179
638	288	1504
398	225	85
456	288	44
391	460	570
231	295	248
74	2044	28397
140	622	716
1442	5966	360
231	318	130
163	3611	205
1272	55	1123
1919	5030	190
1153	533	928
423	6732	1827
711	1369	44
1790	689	148
1525	325	116
90	987	119
828	1372	171
713	320	197
1956	59	384
561	8077	2421
145	301	416
891	10859	175
2076	3737	99
1619	2945	825
2028	72	181
2028	4863	129
405	478	486
1355	2584	526
350	908	549
216	1886	52
1416	1502	318
1822	1513	64
235	917	2778
635	430	73
2010	377	815
523	2600	4
1445	292	828
671	9168	299
440	6906	917
360	6087	39
1420	81	376
596	1513	297
2024	199	9
561	8081	1974
1971	17944	2408
45	310	189
1363	1035	759
463	7167	14
10	435	367
1710	16201	88
1964	17912	100
349	4387	365
813	4118	87
848	2535	802
1976	163	1453
1897	1455	140
948	11284	169
1855	1155	174
1630	15712	391
616	2746	169
1213	190	19
470	253	474
672	4774	97
607	8521	257
787	199	55
906	6448	1356
337	1524	1522
1336	1713	148
212	1339	106
1855	17138	175
291	5292	22
916	7398	324
26	924	1140
220	4442	152
710	2938	77
960	11406	9
1044	7265	198
1133	618	549
259	3046	292
644	418	4340
1461	291	629
805	10207	30
1411	14398	99
933	11181	366
1800	16730	5
1799	367	187
2059	301	2184
1567	15347	9453
543	389	673
1299	5461	181
958	11394	72
1718	2458	320
168	703	353
625	2139	119
929	6506	80
1222	455	4136
509	3859	10
507	5247	348
1376	1196	8
1224	728	97
383	229	1356
2051	10515	2
1982	173	368
166	618	995
689	1452	10
266	1090	65
61	1424	438
2030	4931	167
324	1134	354
1684	3217	4
1280	221	665
2007	1527	2208
1605	2521	144
1513	15136	502
295	1360	1897
1230	13331	6
212	942	58
1278	5530	78
212	917	31
1133	233	68
1662	10997	172
1144	2855	82
1601	15517	282
330	1453	511
1990	1979	35
1240	2828	141
220	1519	525
1016	210	812
1966	966	357
1078	917	100
576	8207	74
650	229	206
1087	159	741
397	2	56
295	1358	484
592	4316	539
1167	12881	36
2081	982	510
177	1113	654
1180	2179	47
390	308	469
1683	204	306
244	2419	107
191	3501	16
1558	1034	18
2072	5437	1445
633	823	329
931	1526	278
147	538	172
87	161	26
1782	529	49
498	67	3877
2007	918	2265
76	2114	668
1044	11961	344
339	317	283
1240	1737	179
1349	3850	90
49	461	106
618	8623	94
1242	1093	3279
1764	8701	115
1053	2521	655
664	9120	625
2009	440	241
1794	8884	150
824	2614	23
818	1198	450
1278	300	483
460	2136	213
955	388	230
714	16	148
1196	1239	219
1655	152	1093
844	972	267
504	45	106
887	10828	662
1835	7369	67
722	295	158
1214	4691	155
344	423	39
557	506	573
247	4754	148
1026	1400	341
205	173	881
706	813	79
1977	237	224
860	5299	406
1995	1377	1479
1991	9672	160
1727	13376	574
1655	3620	211
805	621	50
939	2940	1044
252	3489	236
1518	1089	1195
1107	536	3310
1680	6930	323
2080	6150	1313
1324	13874	81
1380	1044	160
804	908	1783
1112	540	226
575	207	135
990	2691	533
1420	1775	120
23	227	143
159	1380	1387
652	154	133
1823	2661	272
1776	1934	79
2075	72	1994
1715	12311	264
704	8162	10
1097	9234	636
1855	428	79
248	338	194
362	4087	842
1676	3685	207
115	2864	3
1004	11741	2
548	1710	349
1825	1914	117
285	65	310
1399	686	1023
1831	154	1181
1235	4928	516
2024	238	10
1653	77	171
396	81	1017
1490	14893	884
1195	7665	2646
343	917	1073
556	8036	4
734	3411	2017
203	4168	112
980	11531	89
279	5136	336
975	316	1955
972	2775	325
520	1072	735
1746	182	434
808	437	133
551	1672	115
898	889	1821
1803	5775	219
722	790	135
1365	498	670
1253	903	359
1699	291	79
1413	327	35
293	5319	95
1836	1183	4
1188	64	913
1152	599	108
158	291	287
489	735	2115
1017	301	197
1801	16746	52
933	1400	425
704	1444	35
241	4675	1112
1321	450	79
405	4814	908
981	4223	119
314	1249	149
1852	641	168
1568	325	146
895	1977	216
303	383	161
473	7288	150
1101	1418	432
723	349	154
1948	3377	115
45	1430	518
1255	430	563
639	5063	116
59	504	600
394	250	307
595	1206	972
1613	486	3120
919	3767	237
1411	10968	62
41	1360	400
1649	544	2104
635	207	63
21	292	437
1536	1360	347
457	2852	185
1628	299	970
1188	548	1826
1863	544	69
193	4041	339
1484	14837	159
2035	1414	79
1545	229	686
727	9608	389
365	3510	9
692	1244	12182
1374	920	127
249	3213	200
806	172	985
1001	11717	1166
1039	6384	68
1395	440	565
770	230	148
419	531	23
1624	15659	61
753	2859	608
702	332	792
847	10605	67
1253	1032	222
386	6364	185
1466	1580	178
1948	17837	87
711	1254	30
553	8007	56
1244	13428	190
372	89	101
1247	1684	205
1649	1185	655
274	5085	212
144	300	224
439	6900	921
1033	3491	189
592	157	3978
727	9603	535
407	1826	15
1803	8844	218
1796	225	101
1669	2339	75
995	461	172
863	432	117
1094	12292	465
1156	5966	538
26	950	205
1541	59	44
489	1240	1263
2001	1145	748
1358	1131	242
207	674	1031
1549	10133	70
531	292	1067
975	11498	726
1499	15021	527
1477	12374	10
814	683	402
375	167	53
478	5450	224
962	5447	185
337	5830	27
462	1643	507
1302	5416	210
198	816	4209
240	466	486
1081	1515	158
625	8680	107
87	288	20
692	8545	734
1374	4428	380
817	1470	487
603	190	203
865	4460	255
434	5782	16
633	8727	188
1701	13960	64
882	2502	226
578	8244	286
1627	2871	3247
1922	615	38
605	620	745
1926	13008	448
889	857	302
619	689	624
753	1249	1149
1671	4273	198
81	2218	522
1737	755	480
596	1534	406
1541	1890	25
2095	18694	32
619	441	1293
459	3474	440
1657	7146	285
1090	12235	20
106	1142	927
39	1263	72
129	296	608
1702	4675	165
1724	4913	27
1362	1650	869
342	3303	74
529	1413	1724
1140	703	143
487	265	301
735	1415	200
154	707	16
510	7618	17
556	184	79
1545	3213	188
224	986	160
1086	6600	254
979	2380	327
14	556	812
905	2598	103
196	868	1384
896	540	401
1204	3131	205
1057	333	377
953	207	74
617	349	301
968	11466	246
2028	1398	200
456	1659	45
1647	257	123
353	466	59
302	1670	228
798	10095	127
1121	12439	79
1998	65	755
363	2206	739
166	3666	204
1939	17756	1174
345	2524	32
1718	355	201
1993	3411	8
322	486	1079
750	1131	161
644	8410	575
1907	17523	170
1435	227	92
1500	15033	626
437	6867	125
1696	3071	20
1149	6075	9
1494	14930	5
895	1358	403
77	2125	254
2019	8729	1011
1624	8701	115
1807	16800	4
1016	6836	1148
897	72	34
1447	295	23
1135	461	238
312	2092	784
1200	190	417
1308	316	320
1372	1512	584
954	11335	54
922	444	46
1563	3311	4
742	2137	58
834	3943	333
712	3676	1
1216	488	230
1627	1206	187
416	6674	62
1798	1072	124
1864	17221	22
698	7256	1504
1729	1947	105
2013	969	727
1600	526	1592
293	5313	151
1819	8991	30
228	4545	8
979	724	275
1540	4260	355
100	2611	107
124	229	373
1284	778	535
1987	1790	447
540	1694	3040
1628	1032	272
729	1711	31
868	70	289
516	522	1418
1206	957	246
1937	378	366
708	4081	12
1852	1244	789
802	10163	13
119	2963	743
537	614	31
411	377	114
2045	18380	337
1802	5437	774
2064	1043	25
1107	472	1116
1170	7787	353
1144	12649	74
792	1672	5181
806	1833	260
153	223	147
1042	3739	88
314	1681	150
271	543	741
1814	207	455
710	3739	335
1819	468	2046
815	1580	526
1453	686	1913
1026	10771	572
511	1106	23
1842	907	367
477	378	185
455	3109	2458
1263	325	675
1804	377	83
1709	3892	1950
1499	14988	1253
488	1415	128
1071	546	145
441	533	195
778	682	4849
830	455	344
321	1547	67
1452	688	38
1339	228	21342
543	3411	446
1483	89	394
779	9981	175
201	1177	117
1925	758	168
1234	13357	402
193	548	469
794	424	36
1385	2807	74
1385	321	72
2080	18590	289
126	903	241
616	7930	148
132	2521	116
1365	528	351
816	349	16
1983	525	131
478	1974	142
1614	1090	676
1513	15140	300
636	310	335
1579	271	435
25	294	141
292	863	402
1018	10091	873
1051	439	834
292	4691	1300
1683	10418	445
705	56	479
1152	418	498
1581	15425	886
1377	14205	1173
343	5157	142
2007	3445	1539
2039	715	843
1023	691	194
513	2608	319
1346	816	2163
709	868	123
489	706	105
1384	14239	281
1478	528	7845
56	1662	447
762	1244	47
1145	89	333
1443	8649	41
638	679	627
1207	13127	369
633	1541	162
1017	3397	390
547	881	121
1601	39	1016
1495	14940	10
1737	14692	277
223	1470	1980
1677	512	3813
1915	1964	23
140	2538	453
850	1104	1158
1459	3119	91
1378	2541	369
586	821	28
2038	292	227
884	89	454
42	472	164
251	2629	55
1352	198	85
150	2861	40
667	498	314
503	298	66
423	1713	256
1638	6151	144
1997	2265	2028
1680	71	850
1942	1062	6513
1499	15010	576
289	538	1214
1597	12026	171
1662	249	244
185	3914	58
549	2899	92
762	9864	585
1006	295	225
220	226	61
1621	375	107
248	295	181
514	344	843
313	4326	134
1973	300	1433
1996	18108	171
760	1775	300
1556	226	435
416	6667	69
103	2339	51
942	1048	2
2027	528	865
1446	1179	128
87	1936	26
1729	16357	118
1138	12201	314
1925	972	151
1321	59	105
1243	517	114
1332	300	1253
1085	2276	389
1300	333	481
499	1412	31
2078	8708	1148
1606	300	1872
960	2180	13
105	2694	81
409	6592	11
1959	89	4130
620	3184	541
1522	163	1546
2059	1601	185
1249	910	218
562	2445	260
1535	530	518
855	7745	2457
2087	1456	95
1226	1764	544
570	8160	259
634	227	100
890	7117	56
251	718	258
694	429	129
1942	2487	2184
1018	943	574
1570	15372	282
2067	815	187
141	511	129
1350	56	681
198	1672	497
2045	4887	255
735	378	69
121	701	260
1915	10658	31
1697	16103	215
637	982	52
1925	17635	155
631	1873	1308
1944	3637	451
2020	689	573
924	322	111
1979	3322	311
1348	3127	158
1732	2265	103
1752	16251	649
933	416	354
36	1046	947
1986	227	362
764	2834	2016
928	1969	56
574	2352	747
859	66	176
225	4502	1319
1816	72	176
275	961	20
321	724	51
817	10318	260
928	616	92
1647	89	469
533	192	221
154	500	33
95	157	24
986	1180	398
248	498	94
2035	612	108
200	562	150
1904	622	372
79	908	86
1742	2543	2358
1919	12165	111
209	333	464
108	2749	1542
176	72	2448
658	3768	119
146	1904	1937
1476	486	9282
919	432	607
1198	400	186
1222	3748	2345
482	190	72
1207	7051	147
259	4897	147
635	190	632
1454	1464	192
39	1283	55
1007	455	56
1719	16244	169
1196	1406	300
16	640	392
1652	67	299
777	55	242
1931	1122	13
628	1988	121
30	1058	81
1717	299	731
163	1447	378
480	1073	247
1451	8878	186
2068	18550	486
942	3397	1
319	4797	510
274	3324	689
1909	3739	2079
1121	12459	7
933	424	1076
1520	11822	227
1151	3247	255
1273	5609	109
1056	687	1325
1429	305	1024
1776	4814	77
618	8628	73
3	120	125
643	157	307
1093	837	93
1558	424	14
1614	65	640
155	1217	889
1549	2121	41
1494	2440	5
2060	18468	202
1345	3481	53
1349	14046	58
5	203	287
1069	89	2009
1751	3805	38
1421	4435	51
1947	4177	132
1092	2101	2268
2088	288	14
1604	1104	410
909	536	303
1822	4197	18
511	1974	110
1771	331	201
473	362	225
669	2025	232
996	11659	111
531	320	329
1546	229	319
377	188	8181
1355	2269	142
1343	289	18
1060	6182	986
74	161	392
57	1680	31
789	10048	578
2072	2094	3166
1090	12269	2
816	4814	4
1153	1813	2131
1377	2425	1300
1287	13680	52
829	1062	317
485	7387	29
240	475	146
741	1091	749
877	1364	336
1255	316	398
1830	706	2611
1563	15334	7
503	182	1096
1466	333	223
351	2619	197
1290	599	1
1490	806	1129
673	3749	452
565	172	119
214	89	189
154	198	10
278	679	633
959	4448	121
2018	543	83
1166	12843	18
207	291	291
863	3186	86
896	81	664
301	646	135
1813	1243	475
767	209	163
72	523	1
1438	154	2813
897	10908	127
2088	1451	10
2028	1983	279
1160	6121	401
1935	500	848
1416	3057	302
316	1914	378
472	475	198
439	6902	778
643	3201	421
6	262	17
84	716	129
1777	72	3455
143	1412	1705
878	10782	60
2090	9242	378
1798	238	670
1485	3310	173
1829	423	4773
1654	15849	582
2025	1073	935
1325	13884	343
171	2582	195
53	1584	29
431	501	1088
1619	6	1570
762	75	140
985	157	23561
475	2130	286
1321	703	304
213	3032	433
1605	289	115
567	154	18414
1079	1672	11830
1294	701	24
641	228	1061
1780	532	231
529	3481	1005
1933	9839	86
1304	699	92
1477	14766	15
1143	289	86
1367	14142	290
1097	3495	951
1301	1098	545
1855	3079	118
1184	3557	106
1782	3806	98
464	3370	269
1962	17906	311
1422	14472	71
1567	1475	852
1847	17037	9
1211	13178	79
1161	6995	666
433	6799	1067
335	481	622
1591	1684	173
1708	217	228
398	599	151
647	8865	695
1424	439	1559
1710	420	106
1575	15388	279
951	1301	631
1018	12	375
1225	11794	52
684	295	10213
62	1789	110
1030	11865	459
1161	2100	1289
1556	8904	475
962	9455	291
1813	288	2110
353	289	49
1700	162	56
619	1390	364
1546	226	774
499	1358	3
508	7581	16
1464	14697	202
1396	1257	322
149	71	265
1369	498	159
378	2031	79
587	806	2646
490	541	1475
691	425	661
1177	4745	501
516	173	805
593	300	148
1662	8173	216
282	4051	718
49	324	176
1118	12413	390
586	8343	7
2030	11739	128
1706	2101	3261
1446	912	130
1917	11379	55
1351	544	49
1047	11987	97
1358	14092	3269
77	432	580
1655	183	529
1810	268	1
114	562	88
759	191	748
1461	3859	46
960	11402	20
96	316	33
50	1412	228
2020	1978	169
830	377	238
1029	196	270
1355	4058	295
1064	192	25
552	7978	4
1734	292	475
419	279	7
2018	548	130
1433	67	527
792	966	116
940	4079	279
1206	13120	211
839	1410	665
1564	701	840
1301	325	313
1469	464	20
1821	289	4377
769	1121	358
618	418	183
295	1523	240
1774	4290	37
1211	997	79
277	5114	683
1480	1246	359
65	1678	112
305	328	111
1264	717	67
999	3417	166
1347	14016	12
1852	89	314
1418	14443	1814
1060	11378	415
253	689	348
1559	97	127
1226	89	405
353	5534	3
1377	6773	2963
278	523	58
2064	230	74
1220	173	5299
1047	11991	77
1205	13101	2
737	1249	218
670	1486	767
484	4297	382
332	55	32
280	5149	395
786	3827	1254
1112	4230	164
620	4135	1093
2045	1090	262
968	84	222
209	67	48
460	3057	362
202	710	159
1407	65	977
1136	464	802
1094	715	11248
1807	16790	9
364	6140	881
1816	16844	211
1366	300	661
768	289	7
954	55	355
407	205	16
1545	450	385
589	1430	133
461	734	253
1930	6995	470
458	599	53
1689	10202	1248
484	190	462
625	65	388
935	2	428
1728	1707	204
1769	1814	503
752	1552	375
111	2832	211
451	701	706
42	1384	226
711	9471	281
336	1099	377
989	1155	145
573	8178	105
155	3440	1067
111	226	1079
388	407	2366
938	466	5819
1765	289	118
1900	9338	102
295	954	859
1858	1369	566
612	300	159
155	3447	798
546	7903	1046
1350	7054	1526
1084	969	506
868	10703	96
1705	1755	494
1535	461	985
1518	429	987
1263	13550	454
1746	72	1364
1434	9907	478
1416	1766	297
829	433	278
1481	3797	1647
644	3905	356
1762	333	86
604	4920	3036
1838	285	1279
661	9075	102
316	5601	416
584	734	3310
621	378	5620
1751	11625	26
487	7401	147
1868	5164	48
2084	1239	255
1753	689	589
1167	1520	42
1861	17188	193
1596	4180	36
1365	704	368
639	8789	72
180	3820	18
1724	1512	99
136	1459	376
494	465	362
1635	13888	214
1008	1717	104
827	952	264
931	1976	200
1401	5073	215
110	393	1579
15	615	350
533	7842	152
2077	1366	150
560	56	81
688	230	172
1748	16426	165
1265	8215	76
562	8102	264
1777	13183	1409
442	6927	289
1433	14529	529
102	2265	295
659	465	4273
2054	793	274
1582	15431	253
1279	234	52
688	362	301
97	779	297
1450	7832	266
1513	1789	258
1259	486	54600
862	466	3920
215	1426	9
375	2176	50
1931	208	36
2093	176	164
440	1404	1629
219	674	1567
736	190	522
1503	233	5978
1568	4471	152
1347	14022	6
835	1249	778
568	257	108
596	1811	230
1171	4817	145
535	289	314
1778	1151	508
1139	67	486
1087	12219	466
1172	1339	362
367	816	171
129	362	1278
1524	3737	402
2079	2392	535
1533	360	4158
860	2772	450
2053	1044	308
1935	1797	292
396	1795	171
1130	486	251
1755	14670	145
181	3841	48
1217	8676	170
119	812	486
842	5565	254
485	7384	32
228	4547	8
1404	2277	708
1753	475	55
2028	18318	102
1727	3475	520
1928	3304	235
43	1395	548
1856	17147	172
709	9459	631
337	5812	134
1979	97	528
1682	191	884
196	2637	553
1421	235	205
1765	2242	152
249	2978	241
148	3366	164
1596	1412	2188
413	157	112
1584	190	32
922	2605	57
275	65	42
548	20	60
142	51	221
1439	7777	525
375	58	33
1790	604	273
1997	18117	122
993	11610	124
404	383	64
2054	333	1557
